,bill_number,bill_link,bill_description,bill_date,bill_section,bill_sponsor,Sponsor party
3989,S1732,https://www.nysenate.gov/legislation/bills/2019/s1732,Relates to permitting the Frontier central school district to establish an insurance reserve fund," November 20, 2019",General Municipal Law,JACOBS,
3990,A3066,https://www.nysenate.gov/legislation/bills/2019/a3066,Relates to the composition of the Rochester-Genesee transportation authority," November 20, 2019",Public Authorities Law,GANTT,
3991,A3217,https://www.nysenate.gov/legislation/bills/2019/a3217,Relates to the suspension of hunting and fishing licenses pursuant to the interstate wildlife violator compact," November 20, 2019",Environmental Conservation Law,COOK,
3992,A3487,https://www.nysenate.gov/legislation/bills/2019/a3487,Relates to permitting combination last name changes to occur when separated by a space," November 20, 2019",Domestic Relations Law,SIMON,
3993,S2842,https://www.nysenate.gov/legislation/bills/2019/s2842,Authorizes state agencies to publish certain rule making notices by electronic means," November 20, 2019",State Administrative Procedure Act,KAPLAN,
3994,A3548,https://www.nysenate.gov/legislation/bills/2019/a3548,Relates to voiding and rendering unenforceable contract provisions limiting certain speech by contractees," November 20, 2019",General Obligations Law,DINOWITZ,
3995,A3628,https://www.nysenate.gov/legislation/bills/2019/a3628,Relates to permitting the Tonawanda city school district to establish an insurance reserve fund," November 20, 2019",General Municipal Law,SCHIMMINGER,
3996,A4948,https://www.nysenate.gov/legislation/bills/2019/a4948,Requires the state office for the aging to report on older adults who are primary caregivers or guardians of minors and on substance use disorders among older adults," November 20, 2019",Elder Law,BRONSON,
3997,S3467,https://www.nysenate.gov/legislation/bills/2019/s3467,Relates to allowing the Onondaga county water authority to operate and maintain the town of Parish water system," November 20, 2019",Public Authorities Law,RITCHIE,
3998,A5505,https://www.nysenate.gov/legislation/bills/2019/a5505,Relates to identifying lands at risk from sea level rise or flooding as eligible sending districts," November 20, 2019",General City Law,THIELE,
3999,A5955,https://www.nysenate.gov/legislation/bills/2019/a5955,"Authorizes the village of Airmont building inspectors, fire inspectors and code enforcement officers to live in the county of Rockland or adjoining counties"," November 20, 2019",Village Law,JAFFEE,
4000,S4769,https://www.nysenate.gov/legislation/bills/2019/s4769,Authorizes the village of Plandome Manor entering into contracts to sell delinquent tax liens," November 20, 2019",Real Property,KAPLAN,
4001,S4903,https://www.nysenate.gov/legislation/bills/2019/s4903,Relates to the removal of references to section 1801 of the surrogate's court procedure act," November 20, 2019",Surrogate's Court Procedure Act,RANZENHOFER,
4002,A7277,https://www.nysenate.gov/legislation/bills/2019/a7277,Relates to information regarding the use of opioid antagonists for first aid or emergency treatment," November 20, 2019",Public Health Law,ROSENTHAL L,
4003,A7287,https://www.nysenate.gov/legislation/bills/2019/a7287,Relates to notification by an excavator of damage to an underground facility," November 20, 2019",General Business Law,PAULIN,
4004,S5465,https://www.nysenate.gov/legislation/bills/2019/s5465,"Authorizes the town of East Hampton, in the county of Suffolk, to issue bonds and notes for a certain purpose"," November 20, 2019",Suffolk County,LAVALLE,
4005,S5466,https://www.nysenate.gov/legislation/bills/2019/s5466,"Authorizes the town of Southampton, in the county of Suffolk, to issue bonds and notes for a certain purpose"," November 20, 2019",Suffolk County,LAVALLE,
4006,S5515,https://www.nysenate.gov/legislation/bills/2019/s5515,Relates to the date of adjustment and amount of the spousal maintenance cap," November 20, 2019",Family Court Act,MONTGOMERY,
4007,S5705,https://www.nysenate.gov/legislation/bills/2019/s5705,Relates to including bus drivers and monitors as school personnel for policies and procedures concerning school safety plans," November 20, 2019",Education Law,MAYER,
4008,S5768,https://www.nysenate.gov/legislation/bills/2019/s5768,Relates to the scheduling of annual meetings of boards of education," November 20, 2019",Education Law,MAYER,
4009,S6015,https://www.nysenate.gov/legislation/bills/2019/s6015,Relates to the Michigan Street African American Heritage Corridor commission in Buffalo," November 20, 2019","Parks, Recreation and Historic Preservation Law",KENNEDY,
4010,A7794,https://www.nysenate.gov/legislation/bills/2019/a7794,Relates to the timeframe for the implementation of recommendations included within final reports for corrective action," November 20, 2019",Executive Law,TITUS,
4011,S6409,https://www.nysenate.gov/legislation/bills/2019/s6409,Relates to the privilege between a personal representative and the attorney to lifetime trustees," November 20, 2019",Civil Practice Law and Rules,GAUGHRAN,
4012,S6450,https://www.nysenate.gov/legislation/bills/2019/s6450,Relates to the mailing of compliance unit notices," November 20, 2019",Election Law,COMRIE,
4013,S6557,https://www.nysenate.gov/legislation/bills/2019/s6557,"Relates to certain misdemeanors involving the revocation and suspension of hunting, trapping or fishing licenses"," November 20, 2019",Environmental Conservation Law,GALLIVAN,
4014,S3419,https://www.nysenate.gov/legislation/bills/2019/s3419,Establishes the right of adoptees to receive a certified copy of their birth certificate upon reaching the age of 18," November 14, 2019",Public Health Law,MONTGOMERY,
4015,S2377,https://www.nysenate.gov/legislation/bills/2019/s2377,Requires the veterans health care information program to provide information concerning health issues to veteran's children; requires the department of corrections and community supervision to maintain records," November 11, 2019",Public Health Law,HOYLMAN,
4016,S3300,https://www.nysenate.gov/legislation/bills/2019/s3300,Relates to 55-c programs," November 11, 2019",Civil Service Law,BROOKS,
4017,S5184,https://www.nysenate.gov/legislation/bills/2019/s5184,Relates to military voters and ballots for certain elections," November 11, 2019",Education Law,MAYER,
4018,A7234,https://www.nysenate.gov/legislation/bills/2019/a7234,Authorizes the counties of Nassau and Suffolk to waive certain fees for veterans organizations," November 11, 2019",County Law,THIELE,
4019,A7289,https://www.nysenate.gov/legislation/bills/2019/a7289,Establishes a tax exemption for improvements to the property of severely injured members of the armed forces of the United States," November 11, 2019",Real Property Tax Law,BARRETT,
4020,A7594,https://www.nysenate.gov/legislation/bills/2019/a7594,Relates to the women veterans coordinator," November 11, 2019",Executive Law,HUNTER,
4021,A8096,https://www.nysenate.gov/legislation/bills/2019/a8096,Relates to the powers and duties of local veterans' service agencies," November 11, 2019",Executive Law,PHEFFER AMATO,
4022,A8109,https://www.nysenate.gov/legislation/bills/2019/a8109,Authorizes the counties of Washington and Saratoga to waive certain fees for veterans' organizations," November 11, 2019",County Law,WOERNER,
4023,A8282,https://www.nysenate.gov/legislation/bills/2019/a8282,Relates to the age requirement for appointments or promotions of public employees in N.Y. cities," November 11, 2019",Military Law,ABBATE,
4024,A433,https://www.nysenate.gov/legislation/bills/2019/a433,Relates to the regulation of key persons," November 8, 2019",Not-for-Profit Corporation Law,PAULIN,
4025,S660,https://www.nysenate.gov/legislation/bills/2019/s660,Relates to the prohibition of discrimination based on an individual's or a dependent's reproductive health decision making," November 8, 2019",Labor Law,METZGER,
4026,A748,https://www.nysenate.gov/legislation/bills/2019/a748,Relates to the assignment of counsel," November 8, 2019",County Law,COOK,
4027,S1724,https://www.nysenate.gov/legislation/bills/2019/s1724,Relates to posting information regarding the issuance of permits for a public water supply on the department of environmental conservation's website," November 8, 2019",Environmental Conservation Law,SKOUFIS,
4028,S2068,https://www.nysenate.gov/legislation/bills/2019/s2068,"Waives the residency requirement for the city attorney in the city of Mechanicville, Saratoga county"," November 8, 2019",Public Officers Law,JORDAN,
4029,A2156,https://www.nysenate.gov/legislation/bills/2019/a2156,Extends provisions relating to self-employment assistance programs and other matters," November 8, 2019",Labor,SCHIMMINGER,
4030,A2166,https://www.nysenate.gov/legislation/bills/2019/a2166,Relates to the publication of information regarding awards of state contracts," November 8, 2019",Economic Development Law,BICHOTTE,
4031,S2127,https://www.nysenate.gov/legislation/bills/2019/s2127,Designates Paradox Lake as an inland waterway for the purposes of waterfront revitalization," November 8, 2019",Executive Law,LITTLE,
4032,A2333,https://www.nysenate.gov/legislation/bills/2019/a2333,Relates to the definition of an accusatory instrument," November 8, 2019",Criminal Procedure Law,OTIS,
4033,A2787,https://www.nysenate.gov/legislation/bills/2019/a2787,Relates to payments for behavioral health services," November 8, 2019",Social Services Law,GOTTFRIED,
4034,S2611,https://www.nysenate.gov/legislation/bills/2019/s2611,Relates to validating certain acts by the Roscoe central school district in connection with final building cost reports required to be filed with the education department," November 8, 2019",Education,METZGER,
4035,A4069,https://www.nysenate.gov/legislation/bills/2019/a4069,"Legalizes, validates, ratifies and confirms the actions of the Spackenkill Union Free School District regardless of the failure of such district to timely file final building cost reports"," November 8, 2019",Education,BARRETT,
4036,S3115,https://www.nysenate.gov/legislation/bills/2019/s3115,Relates to the qualifications for holding the office of assistant district attorney or senior district attorney in the county of Cayuga," November 8, 2019",Public Officers Law,HELMING,
4037,S3134,https://www.nysenate.gov/legislation/bills/2019/s3134,Relates to the elimination of duplicate electronic filing," November 8, 2019",Election Law,MYRIE,
4038,A4413,https://www.nysenate.gov/legislation/bills/2019/a4413,Relates to the listing of county and city veterans' service agencies," November 8, 2019",Executive Law,STERN,
4039,A4668,https://www.nysenate.gov/legislation/bills/2019/a4668,Relates to disclosure of the identities of political committees making certain expenditures for political communications," November 8, 2019",Election Law,ZEBROWSKI,
4040,S3409,https://www.nysenate.gov/legislation/bills/2019/s3409,Relates to the residency requirement for the court attendant for the town of Somers in the county of Westchester," November 8, 2019",Town Law,HARCKHAM,
